Client 27,file110k1.txt,723
Client 79,file110k1.txt,2227
Client 86,file110k1.txt,858
Client 124,file110k2.txt,1991
Client 49,file110k3.txt,2931
Client 92,file110k3.txt,1633
Client 104,file110k3.txt,631
Client 78,file110k4.txt,2296
Client 142,file110k4.txt,3021
Client 61,file110k5.txt,964
Client 120,file110k5.txt,678
Client 14,file130k1.txt,702
Client 13,file130k1.txt,2385
Client 41,file130k1.txt,2063
Client 60,file130k1.txt,1010
Client 84,file130k1.txt,443
Client 107,file130k1.txt,359
Client 114,file130k1.txt,4
Client 119,file130k1.txt,1568
Client 131,file130k1.txt,407
Client 15,file130k2.txt,2346
Client 37,file130k2.txt,3818
Client 35,file130k2.txt,5088
Client 122,file130k2.txt,687
Client 134,file130k2.txt,1463
Client 0,file130k3.txt,264
Client 33,file130k3.txt,4849
Client 48,file130k3.txt,690
Client 116,file130k3.txt,634
Client 26,file130k4.txt,2300
Client 45,file130k4.txt,663
Client 52,file130k4.txt,1856
Client 90,file130k4.txt,672
Client 126,file130k4.txt,1906
Client 140,file130k4.txt,2081
Client 18,file130k5.txt,2119
Client 40,file130k5.txt,1233
Client 73,file130k5.txt,673
Client 80,file130k5.txt,2279
Client 85,file130k5.txt,856
Client 71,file1m1.txt,1664
Client 91,file1m1.txt,1150
Client 32,file1m2.txt,4445
Client 72,file1m2.txt,2344
Client 74,file1m2.txt,1361
Client 10,file1m3.txt,2267
Client 25,file1m3.txt,1113
Client 70,file1m3.txt,2329
Client 83,file1m3.txt,710
Client 118,file1m3.txt,1663
Client 137,file1m3.txt,3536
Client 146,file1m3.txt,3925
Client 11,file1m4.txt,2880
Client 16,file1m4.txt,1875
Client 82,file1m4.txt,1442
Client 6,file1m5.txt,781
Client 59,file1m5.txt,3266
Client 102,file1m5.txt,778
Client 94,file1m5.txt,1279
Client 113,file1m5.txt,707
Client 2,file200k1.txt,175
Client 22,file200k1.txt,709
Client 44,file200k1.txt,16
Client 62,file200k1.txt,520
Client 77,file200k1.txt,2093
Client 88,file200k1.txt,564
Client 115,file200k2.txt,656
Client 117,file200k2.txt,675
Client 148,file200k2.txt,4526
Client 47,file200k3.txt,2913
Client 99,file200k3.txt,2608
Client 101,file200k3.txt,1345
Client 127,file200k3.txt,2228
Client 42,file200k4.txt,4998
Client 65,file200k4.txt,727
Client 100,file200k4.txt,2071
Client 66,file200k5.txt,706
Client 81,file200k5.txt,2862
Client 132,file200k5.txt,1255
Client 129,file200k5.txt,711
Client 28,file350k1.txt,727
Client 53,file350k1.txt,1227
Client 96,file350k1.txt,1023
Client 125,file350k1.txt,1706
Client 43,file350k2.txt,714
Client 58,file350k2.txt,2445
Client 57,file350k2.txt,1988
Client 93,file350k2.txt,845
Client 138,file350k2.txt,2573
Client 149,file350k2.txt,2780
Client 9,file350k3.txt,1296
Client 55,file350k3.txt,3488
Client 54,file350k3.txt,1912
Client 1,file350k4.txt,237
Client 8,file350k4.txt,14
Client 20,file350k4.txt,672
Client 21,file350k4.txt,972
Client 29,file350k4.txt,20
Client 36,file350k4.txt,3756
Client 50,file350k4.txt,2262
Client 112,file350k4.txt,639
Client 135,file350k4.txt,3011
Client 38,file350k5.txt,2618
Client 46,file350k5.txt,2467
Client 69,file350k5.txt,1026
Client 123,file350k5.txt,1393
Client 128,file350k5.txt,3836
Client 12,file500k1.txt,747
Client 39,file500k1.txt,2922
Client 145,file500k1.txt,3318
Client 3,file500k2.txt,197
Client 34,file500k2.txt,3308
Client 133,file500k2.txt,965
Client 68,file500k3.txt,1418
Client 95,file500k3.txt,760
Client 108,file500k3.txt,660
Client 121,file500k3.txt,1146
Client 141,file500k3.txt,3475
Client 5,file500k4.txt,192
Client 136,file500k4.txt,2736
Client 144,file500k4.txt,3433
Client 56,file500k5.txt,2597
Client 89,file500k5.txt,1214
Client 87,file500k5.txt,682
Client 130,file500k5.txt,763
Client 4,file75k1.txt,282
Client 106,file75k1.txt,705
Client 147,file75k1.txt,3935
Client 17,file75k2.txt,1898
Client 23,file75k2.txt,2911
Client 31,file75k2.txt,1737
Client 63,file75k2.txt,883
Client 76,file75k2.txt,743
Client 109,file75k2.txt,3
Client 111,file75k2.txt,3
Client 139,file75k2.txt,2626
Client 67,file75k3.txt,1086
Client 19,file75k4.txt,1388
Client 30,file75k4.txt,1451
Client 51,file75k4.txt,2543
Client 98,file75k4.txt,1844
Client 143,file75k4.txt,3717
Client 7,file75k5.txt,673
Client 24,file75k5.txt,1882
Client 64,file75k5.txt,1023
Client 75,file75k5.txt,2306
Client 97,file75k5.txt,667
Client 103,file75k5.txt,963
Client 105,file75k5.txt,3
Client 110,file75k5.txt,3
,,246699
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
