Client 0,file130k3.txt,180
Client 3,file500k2.txt,218
Client 1,file350k4.txt,221
Client 2,file200k1.txt,180
Client 7,file75k5.txt,187
Client 4,file75k1.txt,125
Client 6,file1m5.txt,231
Client 5,file500k4.txt,222
Client 13,file130k1.txt,12
Client 16,file1m4.txt,442
Client 21,file350k4.txt,228
Client 9,file350k3.txt,269
Client 8,file350k4.txt,30
Client 10,file1m3.txt,220
Client 18,file130k5.txt,178
Client 14,file130k1.txt,191
Client 15,file130k2.txt,181
Client 12,file500k1.txt,157
Client 11,file1m4.txt,9
Client 19,file75k4.txt,365
Client 20,file350k4.txt,257
Client 17,file75k2.txt,294
Client 22,file200k1.txt,130
Client 32,file1m2.txt,306
Client 26,file130k4.txt,699
Client 30,file75k4.txt,17
Client 23,file75k2.txt,551
Client 28,file350k1.txt,205
Client 33,file130k3.txt,13
Client 24,file75k5.txt,15
Client 29,file350k4.txt,19
Client 25,file1m3.txt,18
Client 27,file110k1.txt,183
Client 31,file75k2.txt,20
Client 34,file500k2.txt,172
Client 35,file130k2.txt,3
Client 37,file130k2.txt,457
Client 36,file350k4.txt,427
Client 38,file350k5.txt,713
Client 40,file130k5.txt,685
Client 44,file200k1.txt,539
Client 41,file130k1.txt,475
Client 42,file200k4.txt,682
Client 45,file130k4.txt,42
Client 39,file500k1.txt,6
Client 43,file350k2.txt,701
Client 46,file350k5.txt,656
Client 50,file350k4.txt,641
Client 54,file350k3.txt,1003
Client 60,file130k1.txt,554
Client 53,file350k1.txt,4
Client 47,file200k3.txt,3874
Client 57,file350k2.txt,107
Client 59,file1m5.txt,2389
Client 58,file350k2.txt,22
Client 52,file130k4.txt,16
Client 61,file110k5.txt,2982
Client 55,file350k3.txt,3657
Client 51,file75k4.txt,713
Client 48,file130k3.txt,3
Client 56,file500k5.txt,2816
Client 49,file110k3.txt,3789
Client 64,file75k5.txt,3667
Client 68,file500k3.txt,2040
Client 67,file75k3.txt,3649
Client 63,file75k2.txt,2230
Client 71,file1m1.txt,1401
Client 65,file200k4.txt,667
Client 62,file200k1.txt,3757
Client 66,file200k5.txt,687
Client 69,file350k5.txt,936
Client 70,file1m3.txt,2664
Client 72,file1m2.txt,37
Client 74,file1m2.txt,759
Client 73,file130k5.txt,23
Client 76,file75k2.txt,39
Client 79,file110k1.txt,923
Client 78,file110k4.txt,1513
Client 77,file200k1.txt,860
Client 75,file75k5.txt,1552
Client 80,file130k5.txt,1536
Client 88,file200k1.txt,574
Client 89,file500k5.txt,1242
Client 91,file1m1.txt,2071
Client 87,file500k5.txt,725
Client 90,file130k4.txt,1515
Client 92,file110k3.txt,1916
Client 85,file130k5.txt,917
Client 81,file200k5.txt,938
Client 86,file110k1.txt,734
Client 83,file1m3.txt,1918
Client 82,file1m4.txt,1690
Client 84,file130k1.txt,1023
Client 95,file500k3.txt,707
Client 94,file1m5.txt,768
Client 96,file350k1.txt,20
Client 93,file350k2.txt,20
Client 97,file75k5.txt,11
Client 99,file200k3.txt,1755
Client 98,file75k4.txt,12
Client 100,file200k4.txt,1083
Client 105,file75k5.txt,3
Client 103,file75k5.txt,7
Client 104,file110k3.txt,957
Client 107,file130k1.txt,438
Client 108,file500k3.txt,731
Client 106,file75k1.txt,693
Client 101,file200k3.txt,1224
Client 102,file1m5.txt,765
Client 111,file75k2.txt,1524
Client 109,file75k2.txt,235
Client 110,file75k5.txt,379
Client 112,file350k4.txt,1182
Client 114,file130k1.txt,1451
Client 116,file130k3.txt,584
Client 113,file1m5.txt,1833
Client 120,file110k5.txt,1121
Client 118,file1m3.txt,1989
Client 119,file130k1.txt,1904
Client 122,file130k2.txt,189
Client 115,file200k2.txt,1968
Client 121,file500k3.txt,728
Client 117,file200k2.txt,2003
Client 123,file350k5.txt,947
Client 126,file130k4.txt,1682
Client 125,file350k1.txt,60
Client 129,file200k5.txt,2401
Client 124,file110k2.txt,1786
Client 127,file200k3.txt,651
Client 128,file350k5.txt,48
Client 130,file500k5.txt,1633
Client 135,file350k4.txt,875
Client 134,file130k2.txt,1323
Client 131,file130k1.txt,43
Client 138,file350k2.txt,976
Client 139,file75k2.txt,7
Client 133,file500k2.txt,728
Client 136,file500k4.txt,1697
Client 132,file200k5.txt,705
Client 143,file75k4.txt,513
Client 137,file1m3.txt,1294
Client 142,file110k4.txt,1483
Client 140,file130k4.txt,1174
Client 141,file500k3.txt,514
Client 144,file500k4.txt,780
Client 145,file500k1.txt,1420
Client 148,file200k2.txt,701
Client 147,file75k1.txt,700
Client 146,file1m3.txt,28
Client 149,file350k2.txt,10
