Client 2,file200k1.txt,180
Client 1,file350k4.txt,18
Client 7,file75k5.txt,155
Client 4,file75k1.txt,182
Client 8,file350k4.txt,303
Client 0,file130k3.txt,126
Client 6,file1m5.txt,232
Client 3,file500k2.txt,209
Client 5,file500k4.txt,278
Client 9,file350k3.txt,166
Client 13,file130k1.txt,1970
Client 14,file130k1.txt,270
Client 19,file75k4.txt,308
Client 17,file75k2.txt,1315
Client 11,file1m4.txt,2290
Client 12,file500k1.txt,248
Client 18,file130k5.txt,1763
Client 10,file1m3.txt,1715
Client 16,file1m4.txt,772
Client 15,file130k2.txt,1763
Client 20,file350k4.txt,243
Client 21,file350k4.txt,1217
Client 23,file75k2.txt,19
Client 22,file200k1.txt,1465
Client 24,file75k5.txt,4381
Client 26,file130k4.txt,5363
Client 33,file130k3.txt,4678
Client 38,file350k5.txt,857
Client 25,file1m3.txt,1206
Client 34,file500k2.txt,2026
Client 28,file350k1.txt,690
Client 27,file110k1.txt,2940
Client 32,file1m2.txt,4160
Client 30,file75k4.txt,1354
Client 37,file130k2.txt,3510
Client 29,file350k4.txt,19
Client 35,file130k2.txt,4760
Client 31,file75k2.txt,12
Client 36,file350k4.txt,4133
Client 39,file500k1.txt,4897
Client 41,file130k1.txt,4044
Client 40,file130k5.txt,1482
Client 43,file350k2.txt,2660
Client 44,file200k1.txt,3522
Client 46,file350k5.txt,3725
Client 47,file200k3.txt,2047
Client 49,file110k3.txt,2784
Client 50,file350k4.txt,3507
Client 42,file200k4.txt,2233
Client 45,file130k4.txt,3240
Client 48,file130k3.txt,4093
Client 51,file75k4.txt,2464
Client 53,file350k1.txt,717
Client 54,file350k3.txt,776
Client 55,file350k3.txt,674
Client 52,file130k4.txt,640
Client 56,file500k5.txt,709
Client 57,file350k2.txt,780
Client 63,file75k2.txt,1457
Client 67,file75k3.txt,1518
Client 66,file200k5.txt,689
Client 64,file75k5.txt,2697
Client 60,file130k1.txt,1454
Client 59,file1m5.txt,2498
Client 65,file200k4.txt,1265
Client 58,file350k2.txt,1184
Client 62,file200k1.txt,2142
Client 61,file110k5.txt,2545
Client 68,file500k3.txt,1849
Client 69,file350k5.txt,1587
Client 82,file1m4.txt,2938
Client 70,file1m3.txt,3750
Client 75,file75k5.txt,4176
Client 81,file200k5.txt,4054
Client 80,file130k5.txt,4110
Client 79,file110k1.txt,3428
Client 74,file1m2.txt,1911
Client 78,file110k4.txt,3988
Client 83,file1m3.txt,3623
Client 76,file75k2.txt,2753
Client 77,file200k1.txt,3288
Client 72,file1m2.txt,4688
Client 73,file130k5.txt,2543
Client 71,file1m1.txt,2838
Client 84,file130k1.txt,4071
Client 91,file1m1.txt,1524
Client 87,file500k5.txt,749
Client 88,file200k1.txt,563
Client 86,file110k1.txt,852
Client 90,file130k4.txt,957
Client 94,file1m5.txt,1743
Client 85,file130k5.txt,1149
Client 92,file110k3.txt,677
Client 89,file500k5.txt,1131
Client 93,file350k2.txt,729
Client 98,file75k4.txt,1265
Client 105,file75k5.txt,4
Client 107,file130k1.txt,751
Client 99,file200k3.txt,1907
Client 97,file75k5.txt,6
Client 100,file200k4.txt,1369
Client 96,file350k1.txt,1146
Client 101,file200k3.txt,716
Client 102,file1m5.txt,744
Client 104,file110k3.txt,2343
Client 103,file75k5.txt,401
Client 95,file500k3.txt,691
Client 108,file500k3.txt,622
Client 106,file75k1.txt,991
Client 113,file1m5.txt,45
Client 112,file350k4.txt,10
Client 111,file75k2.txt,11
Client 109,file75k2.txt,3
Client 114,file130k1.txt,17
Client 110,file75k5.txt,3
Client 118,file1m3.txt,37
Client 117,file200k2.txt,23
Client 116,file130k3.txt,635
Client 119,file130k1.txt,600
Client 115,file200k2.txt,677
Client 124,file110k2.txt,2615
Client 120,file110k5.txt,701
Client 121,file500k3.txt,1688
Client 126,file130k4.txt,2532
Client 122,file130k2.txt,1242
Client 123,file350k5.txt,2017
Client 129,file200k5.txt,1198
Client 128,file350k5.txt,2276
Client 127,file200k3.txt,2186
Client 125,file350k1.txt,1595
Client 130,file500k5.txt,742
Client 139,file75k2.txt,11
Client 136,file500k4.txt,1842
Client 134,file130k2.txt,1353
Client 138,file350k2.txt,1271
Client 131,file130k1.txt,293
Client 132,file200k5.txt,1079
Client 133,file500k2.txt,863
Client 135,file350k4.txt,332
Client 140,file130k4.txt,1267
Client 137,file1m3.txt,853
Client 144,file500k4.txt,1047
Client 141,file500k3.txt,711
Client 146,file1m3.txt,11
Client 142,file110k4.txt,679
Client 147,file75k1.txt,1590
Client 143,file75k4.txt,1356
Client 145,file500k1.txt,675
Client 149,file350k2.txt,10
Client 148,file200k2.txt,692
