Client 1,file350k4.txt,8
Client 0,file130k3.txt,130
Client 2,file200k1.txt,680
Client 3,file500k2.txt,725
Client 8,file350k4.txt,253
Client 7,file75k5.txt,168
Client 4,file75k1.txt,175
Client 6,file1m5.txt,202
Client 5,file500k4.txt,241
Client 9,file350k3.txt,712
Client 10,file1m3.txt,799
Client 19,file75k4.txt,1301
Client 12,file500k1.txt,721
Client 15,file130k2.txt,2009
Client 13,file130k1.txt,2059
Client 11,file1m4.txt,2511
Client 14,file130k1.txt,667
Client 16,file1m4.txt,1754
Client 18,file130k5.txt,1963
Client 20,file350k4.txt,1234
Client 17,file75k2.txt,2211
Client 26,file130k4.txt,1492
Client 23,file75k2.txt,1385
Client 22,file200k1.txt,2310
Client 21,file350k4.txt,1847
Client 25,file1m3.txt,1446
Client 30,file75k4.txt,1668
Client 24,file75k5.txt,1735
Client 29,file350k4.txt,484
Client 28,file350k1.txt,995
Client 31,file75k2.txt,680
Client 27,file110k1.txt,1659
Client 32,file1m2.txt,2209
Client 36,file350k4.txt,548
Client 33,file130k3.txt,918
Client 37,file130k2.txt,1194
Client 34,file500k2.txt,666
Client 35,file130k2.txt,449
Client 39,file500k1.txt,719
Client 38,file350k5.txt,695
Client 40,file130k5.txt,706
Client 43,file350k2.txt,5516
Client 45,file130k4.txt,2684
Client 50,file350k4.txt,4149
Client 47,file200k3.txt,5365
Client 44,file200k1.txt,4177
Client 51,file75k4.txt,4388
Client 46,file350k5.txt,3553
Client 48,file130k3.txt,696
Client 41,file130k1.txt,4609
Client 53,file350k1.txt,1166
Client 54,file350k3.txt,5023
Client 56,file500k5.txt,4866
Client 49,file110k3.txt,5292
Client 42,file200k4.txt,5341
Client 52,file130k4.txt,1714
Client 55,file350k3.txt,5836
Client 58,file350k2.txt,2218
Client 57,file350k2.txt,3101
Client 60,file130k1.txt,4
Client 59,file1m5.txt,743
Client 61,file110k5.txt,772
Client 63,file75k2.txt,158
Client 64,file75k5.txt,653
Client 62,file200k1.txt,23
Client 69,file350k5.txt,2491
Client 70,file1m3.txt,3056
Client 72,file1m2.txt,2927
Client 74,file1m2.txt,1970
Client 65,file200k4.txt,2118
Client 76,file75k2.txt,2057
Client 71,file1m1.txt,2309
Client 67,file75k3.txt,4047
Client 68,file500k3.txt,2942
Client 73,file130k5.txt,1243
Client 66,file200k5.txt,714
Client 75,file75k5.txt,3518
Client 77,file200k1.txt,901
Client 88,file200k1.txt,233
Client 80,file130k5.txt,2212
Client 90,file130k4.txt,1248
Client 81,file200k5.txt,1988
Client 78,file110k4.txt,2064
Client 79,file110k1.txt,1491
Client 89,file500k5.txt,1476
Client 87,file500k5.txt,739
Client 84,file130k1.txt,2152
Client 83,file1m3.txt,1636
Client 82,file1m4.txt,820
Client 85,file130k5.txt,1870
Client 86,file110k1.txt,368
Client 94,file1m5.txt,1600
Client 95,file500k3.txt,1098
Client 96,file350k1.txt,692
Client 92,file110k3.txt,1202
Client 91,file1m1.txt,1311
Client 93,file350k2.txt,674
Client 104,file110k3.txt,2433
Client 102,file1m5.txt,727
Client 101,file200k3.txt,685
Client 98,file75k4.txt,1150
Client 103,file75k5.txt,14
Client 99,file200k3.txt,1871
Client 100,file200k4.txt,1357
Client 97,file75k5.txt,646
Client 105,file75k5.txt,704
Client 117,file200k2.txt,934
Client 108,file500k3.txt,700
Client 113,file1m5.txt,1199
Client 112,file350k4.txt,1130
Client 111,file75k2.txt,752
Client 110,file75k5.txt,304
Client 107,file130k1.txt,423
Client 114,file130k1.txt,641
Client 115,file200k2.txt,685
Client 106,file75k1.txt,681
Client 116,file130k3.txt,802
Client 109,file75k2.txt,11
Client 122,file130k2.txt,643
Client 118,file1m3.txt,1619
Client 123,file350k5.txt,1338
Client 120,file110k5.txt,673
Client 124,file110k2.txt,1932
Client 119,file130k1.txt,1524
Client 121,file500k3.txt,986
Client 125,file350k1.txt,1564
Client 126,file130k4.txt,1806
Client 130,file500k5.txt,705
Client 135,file350k4.txt,19
Client 128,file350k5.txt,809
Client 132,file200k5.txt,1170
Client 134,file130k2.txt,1474
Client 127,file200k3.txt,699
Client 133,file500k2.txt,992
Client 131,file130k1.txt,356
Client 129,file200k5.txt,693
Client 144,file500k4.txt,4959
Client 137,file1m3.txt,4738
Client 136,file500k4.txt,2226
Client 140,file130k4.txt,1736
Client 146,file1m3.txt,2645
Client 143,file75k4.txt,4515
Client 142,file110k4.txt,4072
Client 145,file500k1.txt,1283
Client 141,file500k3.txt,5200
Client 138,file350k2.txt,3522
Client 139,file75k2.txt,4324
Client 147,file75k1.txt,5391
Client 148,file200k2.txt,3168
Client 149,file350k2.txt,685
