Client 13,file1m1.txt,337
Client 6,file1m5.txt,523
Client 4,file1m5.txt,503
Client 0,file1m5.txt,528
Client 10,file1m1.txt,481
Client 11,file1m1.txt,437
Client 2,file1m5.txt,482
Client 8,file1m5.txt,435
Client 5,file1m5.txt,447
Client 7,file1m5.txt,477
Client 9,file1m5.txt,461
Client 3,file1m5.txt,454
Client 1,file1m5.txt,457
Client 12,file1m1.txt,366
Client 18,file1m1.txt,267
Client 15,file1m1.txt,237
Client 20,file1m2.txt,300
Client 14,file1m1.txt,254
Client 16,file1m1.txt,246
Client 17,file1m1.txt,232
Client 19,file1m1.txt,255
Client 21,file1m2.txt,43
Client 23,file1m2.txt,53
Client 27,file1m2.txt,65
Client 29,file1m2.txt,16
Client 28,file1m2.txt,11
Client 22,file1m2.txt,9
Client 26,file1m2.txt,14
Client 35,file1m3.txt,238
Client 24,file1m2.txt,203
Client 25,file1m2.txt,197
Client 33,file1m3.txt,236
Client 32,file1m3.txt,234
Client 30,file1m3.txt,243
Client 34,file1m3.txt,220
Client 31,file1m3.txt,220
Client 46,file1m4.txt,772
Client 47,file1m4.txt,2172
Client 36,file1m3.txt,1457
Client 38,file1m3.txt,2863
Client 41,file1m4.txt,3595
Client 42,file1m4.txt,3585
Client 40,file1m4.txt,3579
Client 43,file1m4.txt,3586
Client 44,file1m4.txt,5032
Client 45,file1m4.txt,5034
Client 39,file1m3.txt,4284
Client 37,file1m3.txt,5736
Client 49,file1m4.txt,707
Client 48,file1m4.txt,708
