Client 129,file200k5.txt,719,1198,1388,1498,834,
Client 132,file200k5.txt,1356,1079,696,682,1362,
Client 66,file200k5.txt,683,689,703,669,664,
Client 81,file200k5.txt,3263,4054,1921,683,2625,
Client 125,file350k1.txt,3127,1595,2411,3924,3264,
Client 28,file350k1.txt,687,690,701,704,755,
Client 53,file350k1.txt,714,717,669,442,653,
Client 96,file350k1.txt,1765,1146,1196,1278,1814,
Client 138,file350k2.txt,1206,1271,1568,1504,1726,
Client 149,file350k2.txt,1228,10,20,19,19,
Client 43,file350k2.txt,696,2660,675,4304,715,
Client 57,file350k2.txt,780,780,418,4143,241,
Client 58,file350k2.txt,1217,1184,855,4573,729,
Client 93,file350k2.txt,786,729,723,717,18,
Client 54,file350k3.txt,697,776,705,3312,726,
Client 55,file350k3.txt,1500,674,1443,3362,5,
Client 9,file350k3.txt,221,166,174,168,177,
Client 1,file350k4.txt,211,18,200,9,207,
Client 112,file350k4.txt,525,10,643,9,403,
Client 135,file350k4.txt,1791,332,1327,745,1787,
Client 20,file350k4.txt,1266,243,8,554,5,
Client 21,file350k4.txt,844,1217,222,1473,228,
Client 29,file350k4.txt,16,19,5,19,6,
Client 36,file350k4.txt,1784,4133,2588,2232,2499,
Client 50,file350k4.txt,198,3507,994,1292,1006,
Client 8,file350k4.txt,6,303,9,391,16,
Client 123,file350k5.txt,1490,2017,2153,2843,977,
Client 128,file350k5.txt,3183,2276,2432,4465,3947,
Client 38,file350k5.txt,674,857,691,3467,1439,
Client 46,file350k5.txt,1070,3725,1114,1746,1233,
Client 69,file350k5.txt,1195,1587,670,2364,1720,
Client 12,file500k1.txt,179,248,224,193,208,
Client 145,file500k1.txt,1898,675,749,674,708,
Client 39,file500k1.txt,674,4897,718,3779,1196,
Client 133,file500k2.txt,1148,863,674,728,1078,
Client 3,file500k2.txt,164,209,205,193,185,
Client 34,file500k2.txt,1253,2026,1361,1750,742,
Client 108,file500k3.txt,703,622,703,727,688,
Client 121,file500k3.txt,1173,1688,1847,2543,1761,
Client 141,file500k3.txt,3741,711,1773,752,1965,
Client 68,file500k3.txt,2139,1849,933,3347,2860,
Client 95,file500k3.txt,1067,691,746,1842,697,
Client 136,file500k4.txt,1342,1842,1626,1586,1931,
Client 144,file500k4.txt,3830,1047,692,704,700,
Client 5,file500k4.txt,192,278,166,276,289,
Client 130,file500k5.txt,722,742,743,683,897,
Client 56,file500k5.txt,1249,709,1242,3846,1236,
Client 87,file500k5.txt,698,749,685,679,714,
Client 89,file500k5.txt,1716,1131,1205,1238,1893,
Client 106,file75k1.txt,709,991,1070,693,716,
Client 147,file75k1.txt,4436,1590,667,701,649,
Client 4,file75k1.txt,194,182,122,274,140,
Client 109,file75k2.txt,8,3,12,12,3,
Client 111,file75k2.txt,42,11,3,73,759,
Client 139,file75k2.txt,3438,11,876,11,3124,
Client 17,file75k2.txt,729,1315,923,1519,665,
Client 23,file75k2.txt,792,19,105,485,5,
Client 31,file75k2.txt,5,12,3,15,4,
Client 63,file75k2.txt,13,1457,4,3,7,
Client 76,file75k2.txt,777,2753,808,7,1311,
Client 67,file75k3.txt,644,1518,673,3677,3147,
Client 143,file75k4.txt,4353,1356,2414,1387,2597,
Client 19,file75k4.txt,1258,308,649,1210,634,
Client 30,file75k4.txt,1368,1354,668,634,1418,
Client 51,file75k4.txt,1273,2464,1293,3281,704,
Client 98,file75k4.txt,2588,1265,1162,639,1959,
Client 103,file75k5.txt,15,401,462,3,104,
Client 105,file75k5.txt,3,4,727,12,3,
Client 110,file75k5.txt,370,3,4,3,1600,
Client 24,file75k5.txt,662,4381,667,722,748,
Client 64,file75k5.txt,641,2697,641,2899,1635,
Client 7,file75k5.txt,143,155,155,152,172,
Client 75,file75k5.txt,2667,4176,1444,651,2606,
Client 97,file75k5.txt,438,6,792,529,12,
,,175550,235152,138359,224376,185116,191710.6
